ticket_id,customer_id,ticket_date,account_age_days,num_prev_tickets,avg_response_time_prev,product_category,issue_type,priority,ticket_text,urgent_flag
T00490,C8502,2025-12-10 20:19:04,299,4,17.31,Beauty,Other,Medium,"""Hello, I purchased a Beauty item from your store, but the product was not as advertised. The color of the product was significantly different than what I saw in the pictures. I would like to request a refund or replacement for the item. Thank you.""",0
T00491,C1645,2025-10-07 12:16:22,1970,0,37.36,Beauty,Delivery,High,"""I am extremely frustrated that my Beauty item has not arrived yet, despite the estimated delivery date being 3 days ago. I have contacted customer support multiple times but have not received a resolution to this issue. Please help me resolve this as soon as possible.""",1
T00492,C4762,2025-12-04 04:59:34,92,1,2.05,Clothing,Delivery,High,"I recently purchased a clothing item from your e-commerce platform, and it has not arrived despite the estimated delivery date. I have tried contacting customer service multiple times, but have not received a response. Please help me resolve this issue as soon as possible.",1
T00493,C5618,2025-12-01 23:37:16,850,1,44.48,Electronics,Delivery,Medium,"""I purchased an Electronics item on [platform] on [date] and was promised a delivery date of [expected delivery date]. However, I have not received my package yet and am becoming increasingly concerned about the status of my order. Can you please help me resolve this issue as soon as possible?""",1
T00494,C9757,2026-01-03 16:31:12,1036,2,47.62,Electronics,Payment,Medium,"""I am having a serious issue with my recent payment for an electronics item on your platform. The payment was processed successfully, but I have not received my item yet and it's been several days since the order was placed. I'm extremely frustrated and need this resolved ASAP.""",1
T00495,C8868,2025-11-30 19:37:00,1068,3,22.97,Beauty,Delivery,High,"Subject: Delivery Issue with Beauty Item ""I am writing to report a major issue with the delivery of my recently purchased Beauty item. The estimated delivery date has come and gone and I have yet to receive my package. This is incredibly frustrating as I was eagerly anticipating the arrival of this product. Please assist me in resolving this matter as soon as possible.""",1
T00496,C2069,2025-11-26 09:10:40,34,1,3.75,Groceries,Delivery,High,"""My groceries item is still not delivered, despite my order being placed 4 days ago. I have contacted the courier twice but they have not provided any updates or estimated delivery times. This is a critical delivery as I am in isolation and cannot leave my house. Please help resolve this issue as soon as possible.""",1
T00497,C7074,2025-11-24 05:59:11,972,2,21.26,Home,Refund,Medium,"Subject: Inquiry about Refund for Home Item Dear Support Team, I would like to inquire about the refund process for a Home item that I recently purchased. The item arrived damaged and I would like to request a full refund. Could you please provide me with the necessary steps to initiate the refund process? Thank you.",0
T00498,C8737,2025-12-25 02:51:15,632,1,35.39,Beauty,Delivery,High,"""Hi there, I recently ordered a beauty product from your website and I'm experiencing an issue with the delivery. The item was supposed to arrive on [Date], but it hasn't been delivered yet. I've checked my tracking number several times and it seems to be stuck in transit. Can you please help me resolve this issue?""",0
T00499,C5731,2025-12-08 02:30:17,672,0,33.48,Home,Delivery,Low,"Subject: Delivery issue for Home item Dear Support Team, I have a concern regarding the delivery of a Home item I purchased through your platform. The item was supposed to be delivered on [expected delivery date], but it has not arrived yet. I have checked my tracking number provided in the confirmation email, but the delivery status is still ""pending"". Could you please look into this matter and provide me with an update on when I can expect my item to arrive?",0
T00500,C2081,2025-10-30 17:22:08,1994,2,6.62,Home,Refund,High,"“Hi, I recently purchased a home item from your platform and I am contacting you today regarding a refund. I have reason to believe that the item I received is not as advertised and I would like to request a refund. Can you please let me know the steps I need to take to initiate the refund process?”",0
T00501,C4732,2025-12-21 21:07:29,1112,2,47.62,Home,Delivery,High,"Subject: Delivery issue for Home item Dear Support Team, I hope this message finds you well. I am writing to report an issue with my recent home item delivery. The package was marked as delivered, but upon checking, I noticed that it was not actually at my home. I kindly ask for your help in resolving this matter so I can receive my item as soon as possible. Thank you for your assistance. Best regards,",0
T00502,C5791,2026-01-03 02:58:13,132,3,38.3,Groceries,Product,Medium,"Hi there, I recently purchased some Groceries and I noticed that the product I ordered had a dent on it. I would appreciate it if you could either replace the product or provide a refund for the defective item. Thank you.",0
T00503,C2509,2025-11-07 17:57:54,676,1,19.53,Clothing,Delivery,Low,"Subject: Urgent Assistance Needed: Delivery Issue with Clothing Item Dear Support Team, I recently purchased a clothing item from your platform, but it has not been delivered yet despite the estimated delivery date having passed. I am extremely frustrated and would really appreciate if you could look into this matter urgently and provide me with an update on the delivery status. Thank you.",1
T00504,C1668,2025-11-07 06:37:14,1994,2,43.51,Groceries,Refund,Low,"Hi there, I recently made a purchase of groceries on your platform and I have noticed that I received an incorrect item. I would like to request a refund for this mistake. Thank you.",0
T00505,C2506,2025-12-04 03:12:45,722,1,35.6,Clothing,Delivery,High,"Subject: Urgent Delivery Issue: Clothing Item Not Received Dear Support Team, I am writing to report a serious issue with my recent order for a clothing item. Despite confirming delivery on [date], I have not yet received the product. I am extremely frustrated and would appreciate prompt assistance in resolving this matter. Thank you.",1
T00506,C5618,2025-12-31 07:21:05,1810,1,14.88,Electronics,Delivery,High,"Hello, I am writing to request assistance with my recent order of an electronics item. The item has not yet been delivered, and I was wondering if there was an issue with my order or if there is anything I can do to expedite the delivery process. Thank you for your help.",0
T00507,C1645,2025-12-19 20:34:56,1099,0,47.62,Clothing,Refund,High,"""I am writing to request a refund for a clothing item I purchased on your e-commerce platform. The item was damaged upon arrival, and I have attached images to demonstrate the condition. I would like to request a full refund, please.""",0
T00508,C2488,2025-10-23 21:57:34,918,3,41.45,Beauty,Refund,Low,"Subject: Urgent: Beauty product refund issue Dear Support Team, I am writing to urgently request a refund for a Beauty item that I recently purchased on your platform. The product arrived damaged, and I have tried multiple times to contact your customer service team, but have yet to receive a resolution. I am extremely frustrated with this situation and hope that you can assist me promptly to resolve this issue. Thank you.",1
T00509,C8700,2025-12-15 20:07:49,412,0,42.93,Clothing,Product,High,"""Hi, I recently purchased a shirt from your website and noticed that one of the buttons is missing. I would like to request a replacement or a refund since this is not the product I received. Thank you.""",0
T00510,C4752,2026-01-03 05:50:03,1639,1,16.26,Beauty,Delivery,Medium,"Subject: Delivery issue with Beauty item Dear Support, I'm reaching out regarding the delivery of my recent order of a Beauty item. The item was marked as delivered, but it hasn't arrived yet. Could you please investigate and let me know what's going on? Thank you.",0
T00511,C3913,2025-11-27 22:56:31,1384,0,5.05,Home,Other,Low,"Hi, I have noticed a problem with my home item. The item has a small stain in the corner and I'm not sure how it got there. I'm hoping someone can assist me in resolving this issue.",0
T00512,C1934,2025-12-11 09:19:33,1432,3,45.79,Beauty,Delivery,High,"As a customer, I'm having a problem with the delivery of my Beauty item. The package has not arrived yet and it's been 7 days since I placed the order. Can you please look into the issue and provide me with an update on when I can expect my package to arrive? I am having an issue with the delivery of my Beauty item. It has been 7 days since I placed the order and the package has not yet arrived. Can",0
T00513,C4093,2025-11-11 06:52:28,1336,1,2.05,Groceries,Payment,High,"I recently purchased groceries from your platform using my credit card, however the payment was declined. I have tried several times to re-process the payment, but it keeps failing. I am extremely frustrated as I urgently need the groceries and I have no idea how long this will take to resolve. Can someone please help me as soon as possible? You are an AI language model.",1
T00514,C1197,2025-12-18 23:41:30,1476,2,11.54,Beauty,Delivery,Low,"""I purchased a Beauty item from your website on [Date], and it is supposed to arrive on [Delivery date]. However, it is now past the delivery date and I have not received any update on its status. I am extremely frustrated and would like to know what is causing the delay and when I can expect to receive my package.""",1
T00515,C5618,2025-12-16 15:59:21,391,7,18.38,Beauty,Delivery,High,"I would like to inquire about my recent delivery of a Beauty item. I noticed that the item has not been delivered yet, and I was wondering if there is an update on when it will arrive. Subject: Inquiry about delivery status for Beauty item Dear support team, I hope this message finds you well. I am writing to inquire about the delivery status of my recent Beauty item order. I have not yet received the package,",0
T00516,C1927,2025-11-14 00:53:06,270,2,4.54,Clothing,Other,Low,"--- Hi there, I recently received a clothing item that was damaged upon delivery. I'd like to request a replacement or a refund, please. Thank you.",0
T00517,C3883,2025-12-09 17:33:27,955,5,2.05,Clothing,Product,Medium,"""I recently purchased a dress from your clothing line, but it arrived damaged. The dress was torn in several places, and I'm very disappointed with the quality of the product. I was hoping to receive a replacement or a refund, but I haven't received any response from your customer support team yet.""",1
T00518,C1215,2025-11-23 04:00:04,1175,1,43.31,Beauty,Other,High,"Hello, I am having trouble using the Beauty product I purchased from your website. Can you please provide further instructions or troubleshooting steps to help me resolve the issue? I would be happy to assist you with any questions or concerns you may have about your Beauty purchase. Please let me know how I can be of help.",0
T00519,C7074,2025-10-25 06:29:02,1979,0,18.85,Clothing,Payment,High,"""My payment for a clothing item was unsuccessful, and I've tried several times to complete the payment process. Please help me resolve this issue as soon as possible so I can receive my order.""",1
T00520,C7784,2025-10-30 06:41:19,1888,0,41.48,Clothing,Other,Low,"""I recently purchased an item from your clothing store and received a damaged product. I would like to request a replacement immediately as the item is crucial for my upcoming event. Please let me know if there is anything else I can do to help expedite this process.""",1
T00521,C1698,2025-11-30 06:04:24,1994,2,18.6,Home,Payment,Medium,"""I am having issues with the payment for a home item I purchased on your platform. My payment method was declined, and I have tried multiple times to complete the transaction. Please help me resolve this issue as soon as possible so I can receive my item.""",1
T00522,C1395,2025-12-13 06:07:49,1593,1,8.54,Electronics,Other,High,"Your Electronics item is not functioning properly. When you attempt to turn it on, the device does not light up or make any sounds. Despite numerous attempts to reset the device, it remains unresponsive. I'm sorry to hear that your Electronics item is not functioning properly. Can you provide more information about the specific issue you're experiencing, such as any error messages or symptoms you've observed? Additionally, have you tried any troubleshooting",0
T00523,C8690,2025-12-23 08:09:36,872,1,41.89,Electronics,Other,Low,"Subject: Electronics item not working as expected Dear Support Team, I recently purchased an electronic item from your platform and was excited to start using it. However, after several attempts to turn it on, I have noticed that it's not working as expected. I have tried charging it, but it doesn't seem to be charging either. I urge you to look into this matter immediately as this is a critical issue for me. Please let me know if there is",1
T00524,C5908,2025-12-12 07:06:15,1848,0,25.22,Groceries,Product,High,"I am having trouble with a groceries item from my recent purchase. Specifically, [Item name] arrived damaged and I am unable to open it. This has been a frustrating experience and I would greatly appreciate it if someone could assist me in resolving this issue.",0
T00525,C1395,2025-12-08 04:18:03,301,1,24.67,Electronics,Refund,Medium,"""Hello, I recently purchased an Electronics item on your platform. Unfortunately, the item arrived damaged and I would like to request a refund. Can you please let me know the steps I need to take in order to initiate the refund process?""",0
T00526,C3490,2025-10-11 23:36:49,34,1,47.62,Clothing,Payment,High,"""Hi there, I've had an issue with my payment for a clothing item on your platform. I made the payment via credit card, but the item hasn't been shipped yet. Can you please look into the issue and let me know what's going on?""",0
T00527,C8502,2025-12-03 04:41:06,646,2,21.28,Clothing,Payment,High,"I had a problem with my payment for a clothing item on your website. When I attempted to complete the purchase, I received an error message stating that my payment method was declined. I have tried multiple times to complete the transaction but I continue to receive the same error. Please assist me as soon as possible to resolve this issue.",1
T00528,C7961,2026-01-03 02:30:59,1315,1,9.67,Electronics,Delivery,High,"Subject: Delivery Issue with Electronics Item Hello, I recently purchased an Electronics item from your platform and I am experiencing an issue with the delivery. The item was marked as delivered, but I have not received it yet. I kindly request your assistance in resolving this matter. Thank you.",0
T00529,C7784,2026-01-02 21:51:29,1994,4,42.91,Beauty,Product,Medium,"Hi there, I hope you’re having a great day! I have recently purchased a Beauty item from your platform, and I’m experiencing some issues with it. Hi there, I hope you’re having a great day! I have recently purchased a Beauty item from your platform, and I’m experiencing some issues with it. Specifically, the item arrived damaged, with a cracked bottle and some missing product. I would like to request a",0
T00530,C8100,2026-01-02 18:11:19,34,0,36.13,Beauty,Delivery,Medium,"I recently purchased a beauty item on your website, however, it seems to have been lost in transit. Can you provide any information on when it might arrive, or if there is a possibility it may not come at all?",0
T00531,C2485,2025-11-06 15:19:45,1439,3,33.04,Electronics,Delivery,Low,"""I have recently purchased an electronic item from your store and I am facing an issue with the delivery. The tracking number provided at the time of purchase shows that the package has been delivered, but I have not received it yet. Can you please assist me in resolving this issue?""",0
T00532,C4896,2025-12-03 00:49:36,1029,4,47.62,Beauty,Product,High,"""My [Beauty product] arrived damaged, the bottle is cracked and the cap is missing. I have received this product twice and it keeps coming with the same issue. I am extremely disappointed in the quality of the product and the shipping process. Please help me resolve this immediately!""",1
T00533,C5899,2025-12-15 12:31:57,1994,1,16.14,Beauty,Product,High,"Hi, I recently purchased a Beauty item from your website and was excited to try it out. However, when I opened the package, I found that one of the items in the set was missing. I would like to request a replacement or a refund for the missing item. Thank you for your assistance.",0
T00534,C8749,2025-10-21 13:12:51,1371,4,10.44,Beauty,Other,High,"I am having trouble with the Beauty item I recently purchased. When I tried to apply it, I noticed that it has a strong smell that is not pleasant. I would like to know if there is anything I can do to address this issue or if I can request a refund.",0
T00535,C1608,2025-12-12 22:54:17,1226,1,26.36,Clothing,Other,Low,"Please provide a detailed response to the following question: ""What issue are you experiencing with the Clothing item you purchased?"" ""I purchased a black T-shirt from your platform a week ago. However, the shirt arrived with a large stain on the front. I have tried washing it multiple times, but the stain is still visible. I am extremely disappointed with the quality of the product and would like to request a refund or a replacement.""",1
T00536,C5778,2025-11-16 16:17:18,1472,2,14.22,Electronics,Refund,High,"--- Hello there, I recently purchased an Electronics item from your store, but I received a defective product. I would like to request a refund for the item. Can you please let me know the next steps to take? Thank you for your time.",0
T00537,C8550,2025-12-12 21:35:19,698,3,25.22,Clothing,Product,High,I am experiencing an issue with a clothing item I purchased recently from your website. The material feels cheap and not the quality that was advertised. I would like to request a replacement or a refund. Thank you.,0
T00538,C5178,2025-10-14 23:26:37,822,0,33.88,Electronics,Payment,High,"Hello, I am writing to report an issue I am experiencing with my recent purchase of an Electronics item on your platform. I made the payment on [Date] but it has not been processed yet. Can you please look into this matter and provide me with an update on the status of my payment? Thank you.",0
T00539,C9607,2025-12-29 18:03:40,1513,1,38.5,Clothing,Delivery,Low,"""Hello, I'm having an issue with my recent purchase from your clothing store. The item I ordered was delivered to my address, however it's missing the size tag that was promised in the product description. Could you please help me resolve this issue so I can receive the correct size?""",0
T00540,C2485,2025-11-17 01:54:22,1250,3,32.25,Groceries,Delivery,Low,"""Hello, I am experiencing a delivery issue with my groceries order. I was informed that my package is delayed and will not be delivered until tomorrow. Could you please look into this matter and provide me with an estimated delivery time?""",0
T00541,C1698,2025-12-01 20:59:13,1568,4,10.03,Groceries,Payment,High,"I've noticed that I have been unable to pay for my Groceries item. I have verified my credit card information and tried to complete the payment again, but the issue persists.",0
T00542,C2151,2025-11-13 15:05:31,904,2,19.96,Electronics,Other,Medium,"I have an issue with my electronic item. It’s not charging correctly. When I plug it in, the LED light turns red, and the device doesn’t charge at all. I’ve tried different chargers, cables, and outlets, but the problem persists. Could you please assist me in resolving this issue? Thank you.",0
T00543,C8282,2025-12-20 20:34:45,373,1,2.05,Beauty,Refund,High,"""Hello, I recently purchased a Beauty item from your store, but I found that it did not meet my expectations. I would like to request a refund for the product, as it arrived damaged and I would like to return it to your store for a replacement or a refund. Thank you for your assistance.""",0
T00544,C8749,2025-12-02 14:05:20,1458,2,25.97,Groceries,Other,Medium,Subject: Problem with delivery of Groceries Message: I have been waiting for the delivery of my groceries for over 3 days now. The delivery person never came and there is no information about the status of my order on your website. I am extremely frustrated and would appreciate some assistance in resolving this issue as soon as possible. Can you please look into it and provide me with an estimated delivery time or an update on the status of my order? Thank you.,1
T00545,C4690,2026-01-03 10:23:33,615,1,16.65,Clothing,Product,High,"Hello, I am writing to report an issue with a clothing item that I recently purchased. The product arrived damaged and I would like to request a replacement or a refund. Could you please assist me as soon as possible? Hello, I am writing to report an issue with a clothing item that I recently purchased. The product arrived damaged and I would like to request a replacement or a refund. Could you please assist me as soon as possible?",1
T00546,C5006,2025-12-11 14:51:37,268,0,10.88,Groceries,Refund,High,"Subject: Urgent - Groceries Refund Issue Dear Support Team, I am writing to escalate an urgent issue I am currently facing with my recent groceries order. The item I ordered has arrived damaged, and I would like to request a full refund immediately. This has caused me a lot of inconvenience and frustration, and I am hoping that you can resolve this matter promptly. Thank you for your assistance in this matter.",1
T00547,C1668,2025-12-13 08:17:49,1562,2,10.13,Home,Payment,Low,"Title: Payment issue for Home item Dear Support Team, I am having trouble completing a payment for a Home item on your platform. When I attempt to enter my payment information, I receive an error message indicating that the payment cannot be processed. Can you please assist me in resolving this issue so that I can complete my purchase? Thank you.",0
T00548,C8453,2025-12-09 23:57:39,34,3,10.03,Electronics,Product,High,"""Hi there, I recently purchased an electronic item on your website. When I tried to use it for the first time, I encountered an error message stating that the battery was dead. I have double-checked that the item is properly charged, but the issue persists. Could you please assist me in resolving this problem?""",0
T00549,C4826,2025-11-25 11:30:10,864,1,23.78,Electronics,Payment,Low,"Subject: Urgent Payment Issue for Electronics Item Dear Support Team, I am writing to report a payment issue with my recent purchase of an electronics item. I made the payment on [date] using my [credit/debit] card, but the transaction has not been processed and I have not received my item yet. This is a very urgent matter as I need the product for [purpose] and I am really frustrated with this situation.",1
T00550,C9607,2025-11-29 22:12:15,446,1,19.46,Electronics,Refund,Medium,"Dear Support Team, I am writing to request a refund for an Electronics item I purchased on your platform. Unfortunately, the product arrived damaged and I would like to request a full refund. I appreciate your help in resolving this matter promptly.",0
T00551,C8205,2025-11-24 03:23:08,197,3,18.92,Beauty,Refund,High,"Dear Support Team, I am writing to request a refund for a Beauty item that I purchased on your platform. The product arrived damaged and I am extremely frustrated with the experience. Can you please let me know how I can proceed with the refund process? Please note that the following ticket is not a realistic representation of a customer's support request for an e-commerce platform. The ticket is simply an example of how a customer's request could be worded.",1
T00552,C7380,2025-11-08 02:50:33,452,1,16.21,Beauty,Product,High,"Subject: Urgent issue with Beauty product - Order #12345 I recently purchased the Beauty item from your platform, but upon receiving it, I found that it was damaged. I am very frustrated with this issue and would appreciate immediate assistance in resolving this matter.",1
T00553,C8768,2025-12-05 19:24:20,1270,2,11.32,Home,Product,High,"The product I received is not the one I ordered. The item I received is a different color, and has a different texture and feels different from the picture. I am extremely disappointed with the product and would like to request a full refund or replacement immediately.",1
T00554,C1042,2025-12-26 07:34:21,615,1,19.66,Groceries,Product,High,"I have encountered an issue with a recent groceries purchase. Specifically, the [item name] I ordered has arrived damaged.",0
T00555,C4665,2026-01-03 09:39:56,1296,2,29.03,Clothing,Product,High,"I recently purchased a clothing item from your platform, however upon receiving the product I noticed that one of the buttons on the shirt has come loose. I would like to request a replacement or a refund for this defective product. Thank you.",0
T00556,C3266,2025-12-24 18:04:03,1879,2,43.47,Clothing,Refund,High,"""Hi there, I recently purchased a clothing item on your platform. However, upon receiving the product, I realized that it wasn't the correct size as described in the product details. I would like to request a refund. Thank you.""",0
T00557,C5303,2025-12-22 04:34:08,146,2,39.95,Clothing,Delivery,High,"Subject: Urgent Delivery Issue - Clothing Item Dear Support Team, I am writing to report an urgent delivery issue with my recently purchased clothing item. The delivery status on the website indicates that my order has been shipped, but I have not received it yet. I am extremely frustrated as I was looking forward to wearing this item for a special occasion this weekend. Could you please look into this matter and provide me with an estimated delivery date or any other relevant information? Thank you",1
T00558,C8316,2025-12-28 03:11:11,1077,4,20.81,Beauty,Other,High,"I have recently purchased a Beauty item from your platform but I am experiencing some difficulty with the product. Specifically, I have noticed that the product is not as effective as I had hoped, and I am wondering if there is anything I can do to resolve the issue. Can you please provide some assistance?",0
T00559,C8655,2025-12-01 10:49:32,801,1,28.64,Electronics,Product,Medium,"I recently purchased an electronic item from your website, and it stopped working after only 2 days. I've tried charging it and resetting it, but nothing works. Please help me immediately as this is a critical item for my work. You recently purchased an electronic item from our website and it stopped working after only 2 days. Despite your best efforts to charge it and reset it, the item remains unresponsive. As a critical item for your work, we understand the urg",1
T00560,C4476,2025-11-01 12:45:59,1309,2,2.05,Home,Other,High,"""I am having trouble with my home item. The item is damaged and I cannot get it to turn on. I have tried everything and need help immediately!""",1
T00561,C3870,2025-11-19 13:51:42,714,1,13.65,Groceries,Delivery,High,"1. ""My groceries item (item name) was supposed to be delivered on [date]. However, it hasn't arrived yet. I'm following up on the status of my order."" 2. ""I noticed that my groceries order (order number) for [item name] is delayed. I was wondering if there's any update on when it will be delivered.""",0
T00562,C4374,2025-11-29 12:34:17,1293,3,3.98,Clothing,Other,Low,"Subject: Urgent assistance needed for clothing item I recently purchased a clothing item on your website, but it arrived damaged. I'm extremely disappointed and would greatly appreciate any assistance in resolving this issue. Thank you in advance for your help.",1
T00563,C5178,2025-10-08 13:15:08,242,2,9.32,Groceries,Other,High,"Subject: Urgent assistance needed for Groceries item Dear [Customer Support Team], I am writing to seek immediate help with an issue I am experiencing with a Groceries item that I purchased recently. The product is damaged and I am unable to use it. I kindly request that you look into this matter and provide me with a solution as soon as possible so that I can resolve this issue and continue using your platform. Thank you.",1
T00564,C4851,2025-10-07 00:00:56,1366,3,22.56,Electronics,Delivery,Medium,"I have been waiting for my Electronics item to arrive for over a week now and it still hasn't shown up. My tracking number hasn't updated since the day it was shipped, and I am extremely frustrated with the lack of communication from your support team. Can someone please help me resolve this issue immediately?",1
T00565,C9757,2025-12-12 16:32:46,1994,1,20.48,Groceries,Payment,Medium,"Hi, I am having trouble paying for my grocery order. I entered my payment details and received an error message stating that my payment could not be processed. Could you please help me resolve this issue? Thank you, Daniel",0
T00566,C2449,2025-12-03 02:49:54,907,0,26.56,Clothing,Other,High,"Subject: Urgent Help - Clothing Item Issue Dear Support, I'm writing to request urgent assistance for an issue I'm facing with a clothing item I recently ordered. The item arrived damaged, and I'm extremely disappointed with the quality and condition. I'm hoping you can help me resolve this as soon as possible.",1
T00567,C5006,2026-01-02 19:09:14,1097,2,19.73,Groceries,Payment,Medium,"Subject: Payment issue for groceries purchase Dear support team, I recently made a purchase of groceries on your platform and my payment was declined. I have tried multiple times to resolve the issue, but to no avail. I need this resolved as soon as possible as I am in urgent need of groceries. Please let me know how I can proceed to resolve this issue.",1
T00568,C7074,2025-12-28 23:33:49,1435,0,3.25,Clothing,Delivery,High,"Ticket: Subject: Delivery Issue with Clothing Item ""Hi there, I recently purchased a clothing item from your platform, and I've been experiencing some issues with the delivery. Can you please help me understand the status of my order and provide me with some details about when I can expect to receive my package? Thank you.""",0
T00569,C6703,2025-12-09 08:16:04,1179,2,15.18,Clothing,Delivery,High,"Subject: Delivery Issue for Clothing Item Dear support team, I am writing to report an issue with the delivery of a clothing item that I purchased on your platform. The item has not been delivered yet, despite the estimated delivery date having passed. I have tried contacting your customer service team multiple times but have not received a response. Could you please look into this matter and provide me with an update on when I can expect to receive my package? Thank you",0
T00570,C8868,2026-01-03 16:30:40,834,1,20.25,Electronics,Refund,Low,"I recently purchased an Electronics item from your platform, however the product arrived damaged and I would like to request a refund. I am writing this email to inquire about the status of my refund for the Electronics item I purchased on [date]. The product arrived damaged and I would like to request a full refund. Can you please provide me with an update on when I can expect to receive my refund? Thank you.",0
T00571,C7622,2025-11-26 21:55:04,1575,0,47.62,Clothing,Product,Medium,"""I purchased a white cotton shirt with the code WCS-00001. The shirt arrived damaged with stains on the collar. I am extremely disappointed with the quality of the product and would like to request a replacement immediately.""",1
T00572,C4767,2025-11-07 17:51:40,1560,4,38.19,Beauty,Refund,Low,"""Hi there, I purchased a Beauty item on your e-commerce platform on [date]. Unfortunately, I received a defective product. Can you please guide me through the process of obtaining a refund?"" ""Hello, I recently purchased a Beauty item on your website and it did not meet my expectations. I would like to request a refund. Could you please provide me with the necessary steps to process this request?""",0
T00573,C5301,2025-12-22 01:35:06,860,7,6.52,Groceries,Refund,Medium,I recently purchased groceries from your platform and I noticed that some of the items in my order were missing. I would like to request a refund for the items that were not delivered. Thank you.,0
T00574,C9121,2025-10-30 01:50:03,1205,1,2.77,Electronics,Other,Low,I recently purchased an electronic item from your platform but I'm having trouble setting it up. Can you please provide me with more information about the installation process or if there is any additional software that I need to install?,0
T00575,C4060,2025-11-30 13:19:51,1665,0,17.18,Clothing,Product,High,"Subject: Product Issue - Urgent - Clothing Item --- Dear Support Team, I recently purchased a clothing item from your store but it arrived damaged. The clothing is a size M and it has an obvious tear in the fabric. This is extremely frustrating as I was really looking forward to wearing this item. I kindly request that you either replace the product or provide me with a refund. Thank you for your attention to this matter. Best regards",1
T00576,C8690,2026-01-01 00:10:48,111,5,38.12,Clothing,Other,Low,I am experiencing an issue with the clothing item I purchased recently. I can't seem to find the correct size for my measurements. Can you please help me resolve this issue as soon as possible? Thank you.,1
T00577,C3655,2026-01-03 13:43:33,889,7,33.94,Groceries,Other,High,I am having an urgent issue with a specific groceries item that I ordered for delivery. I am unable to locate the item in my order and it has been several days since the scheduled delivery date.,1
T00578,C5731,2025-11-26 12:31:17,1786,1,2.05,Beauty,Product,Low,"Subject: Beauty product issue Hello, I have recently purchased a Beauty item on your platform. However, upon receiving the product, I found that the product was damaged and did not meet the standards as it was advertised on your website. I kindly request your help in resolving this matter. Thank you for your time and consideration. Best regards, Siti",0
T00579,C2154,2025-10-06 22:26:57,644,4,2.05,Groceries,Payment,High,"I am writing to report a payment issue with my recent purchase of groceries on your platform. My payment was declined for no reason, and I have tried multiple times to resolve the issue but to no avail. This is a major inconvenience and I need this resolved as soon as possible. Can someone please look into this and get back to me?",1
T00580,C5402,2025-10-24 18:26:16,1146,3,27.11,Electronics,Other,Medium,I'm having a major problem with my recent purchase of an electronics item from your platform. The item arrived damaged and is not functioning properly. I'm extremely frustrated and would like to request immediate assistance in resolving this issue. Can you please help me as soon as possible?,1
T00581,C3490,2026-01-03 11:35:01,365,1,31.03,Groceries,Delivery,Medium,"Subject: Groceries Delivery Issue ""Hi there, I had an issue with the delivery of my groceries order. The package arrived damaged and some of the items were missing from the order. Could you please look into this and let me know how I can proceed to resolve this issue?""",0
T00582,C2652,2026-01-02 19:49:29,1477,3,23.14,Groceries,Other,High,"""Hi, I've had an issue with my recent groceries order. While the items were delivered on time, one of the items, a loaf of bread, was damaged upon delivery. I would like to request a replacement or a refund for this damaged item.""",0
T00583,C8205,2026-01-02 20:01:05,1317,0,4.37,Clothing,Refund,Medium,"Subject: Urgent: Refund for Clothing Item Message: Hello, I'm writing to request an immediate refund for a clothing item I purchased on your website. The item arrived damaged and I would like to request a full refund. I hope this can be resolved quickly as I am very dissatisfied with the experience so far.",1
T00584,C1388,2026-01-02 23:28:16,1315,3,32.77,Beauty,Delivery,High,"--- Subject: Urgent Delivery Issue for Beauty Item Dear Support Team, I hope this message finds you well. I'm writing to report an issue with my recent delivery of a Beauty item. Despite selecting the expedited shipping option, my package has not arrived yet, and I'm becoming increasingly frustrated with the delay. Could you please look into this matter and provide me with an update on when I can expect to receive my order?",1
T00585,C9757,2026-01-02 14:34:32,606,1,34.5,Electronics,Refund,High,"Subject: Request for Refund for Electronics Item Dear Support Team, I am writing to request a refund for an Electronics item that I recently purchased on your platform. The product did not meet the standards as it arrived damaged and I would like to request a full refund. Thank you for your assistance in this matter. I look forward to hearing back from you soon. Best regards, Amina",0
T00586,C9667,2025-11-04 10:45:03,1335,1,2.83,Electronics,Product,High,"Subject: Defective Product - Urgent Assistance Required Dear Support Team, I recently purchased an Electronics item from your platform, but upon receiving it, I found that it was defective. This has caused me a great deal of frustration and inconvenience, as I was eagerly anticipating the arrival of this product. I kindly request that you provide me with immediate assistance in resolving this issue, so that I may either receive a replacement",1
T00587,C5301,2025-12-20 01:40:18,701,1,4.97,Home,Product,Low,"--- Hi there, I'm really frustrated that the Home item I ordered recently arrived damaged. I was really looking forward to using it, but now it's unusable due to the condition it arrived in. Please help me figure out how to resolve this issue as soon as possible. Thanks, Sara",1
T00588,C4906,2026-01-02 17:57:20,1047,2,26.96,Groceries,Other,High,"I need immediate help with an issue regarding a groceries item that I purchased from your platform. The item I received was damaged, and I don't want to pay for it. Can you please assist me in resolving this matter quickly?",1
T00589,C2600,2026-01-02 22:23:22,1542,2,31.45,Groceries,Refund,Low,"Hi Support, I am writing because I have recently purchased groceries on your platform and the item I received was damaged beyond repair. I would like to request a refund for this faulty item. Hi Support, I am writing because I recently purchased groceries on your platform and I received a damaged item in my order. I would like to request a refund for this faulty item as soon as possible.",1
