ticket_id,ticket_date,customer_id,customer_tier,num_prev_tickets,avg_response_time_prev,issue_type,ticket_text,priority,sentiment_score,urgent_flag,activity_level
T000395,12/12/2025 13:27,C37373,Platinum,12.0,46.0,Account,My account details are incorrect and I need them updated immediately.,High,-0.9996254444122314,0,High
T000396,12/12/2025 21:31,C93939,Classic,1.0,2.5,Payment,There's an issue with my payment method.,Medium,-0.9986479878425598,0,Low
T000397,13/12/2025 5:52,C14141,Silver,4.0,9.5,Product,I have a question about the care instructions for this product.,Low,-0.993425726890564,0,Low
T000398,13/12/2025 14:13,C56565,Gold,5.0,21.0,Order,Can I add an item to my existing order #55667?,Medium,-0.9986687898635864,0,Medium
T000399,13/12/2025 22:42,C89898,Platinum,10.0,42.5,Delivery,My delivery is missing and I need it found or resent ASAP.,High,-0.9997418522834778,1,High
T000400,14/12/2025 7:43,C25252,Classic,5.0,6.5,Login,"I cannot access my account, please help me get in.",High,-0.99924635887146,0,Medium
T000401,14/12/2025 16:24,C77777,Silver,2.0,3.5,Refund,Just inquiring about the status of my refund request.,Low,-0.968666672706604,0,Low
T000402,15/12/2025 1:30,C12345,Classic,1.0,5.2,Login,"I cannot login to my account, please reset my password immediately.",High,-0.9875856637954712,0,Low
T000403,15/12/2025 9:37,C67890,Silver,3.0,10.5,Payment,"My recent payment failed, can you check what's wrong?",Medium,-0.9997310042381287,0,Low
T000404,15/12/2025 17:24,C11223,Gold,6.0,18.3,Delivery,"My order has not arrived yet, it's been two weeks.",High,-0.9970494508743286,0,Medium
T000405,16/12/2025 2:15,C44556,Platinum,8.0,25.1,Refund,I need to request a refund for an item that arrived damaged. This is very frustrating.,High,-0.9996397495269775,0,Medium
T000406,16/12/2025 12:09,C77889,Classic,0.0,2.1,Product,Just wondering about the warranty on this item I purchased.,Low,-0.9662443995475769,0,Low
T000407,16/12/2025 20:58,C99001,Silver,2.0,7.8,Order,"I received the wrong size for my order, can you help me exchange it?",Medium,-0.9996634721755981,0,Low
T000408,17/12/2025 4:44,C22334,Gold,5.0,15.6,Account,I need to update my shipping address on file.,Medium,-0.9996009469032288,0,Medium
T000409,17/12/2025 13:09,C55667,Platinum,10.0,30.2,Login,I'm locked out of my account and need access ASAP. This is urgent!,High,0.6304842829704285,1,High
T000410,17/12/2025 22:23,C88990,Classic,4.0,12.0,Payment,My credit card was charged twice for the same order.,Medium,-0.9942781925201416,0,Low
T000411,18/12/2025 6:03,C10112,Silver,3.0,9.1,Delivery,"My delivery is delayed, when can I expect it?",Medium,-0.999275267124176,0,Low
T000412,18/12/2025 14:50,C33445,Gold,7.0,22.5,Refund,This is the second time I've had to request a refund for a faulty product. I'm very unhappy.,High,-0.9997857213020325,0,Medium
T000413,18/12/2025 23:37,C66778,Platinum,9.0,35.7,Product,I have a question about the features of this electronic gadget.,Medium,-0.9691376090049744,0,High
T000414,19/12/2025 9:10,C99001,Classic,2.0,6.3,Order,Could you please confirm my order details?,Low,-0.9874569773674011,0,Low
T000415,19/12/2025 17:51,C12121,Silver,5.0,14.0,Account,I want to change the email address associated with my account.,Medium,-0.9994134902954102,0,Medium
T000416,20/12/2025 2:50,C45454,Gold,6.0,20.1,Login,"I cannot reset my password, the link is not working.",High,-0.9997209906578064,0,Medium
T000417,20/12/2025 11:02,C78787,Platinum,12.0,40.5,Payment,I was overcharged for my subscription and need this resolved immediately.,High,-0.9979165196418762,1,High
T000418,20/12/2025 19:13,C01010,Classic,3.0,8.5,Delivery,Just checking the status of my recent delivery.,Low,-0.9906771183013916,0,Low
T000419,21/12/2025 3:07,C23232,Silver,4.0,11.2,Refund,I would like to return an item I purchased.,Medium,0.9931384921073914,0,Low
T000420,21/12/2025 13:18,C56565,Gold,8.0,28.9,Order,My order arrived incomplete. I am missing a crucial part.,High,-0.9997727274894714,0,Medium
T000421,21/12/2025 21:16,C89898,Platinum,15.0,45.0,Account,I need to update my billing information.,Medium,-0.9995707869529724,0,High
T000422,22/12/2025 5:28,C11111,Classic,1.0,4.0,Product,Can you provide more information about the material of this shirt?,Low,-0.9955162405967712,0,Low
T000423,22/12/2025 14:59,C22222,Silver,3.0,9.8,Login,Having trouble logging in this morning.,Medium,-0.9961169958114624,0,Low
T000424,22/12/2025 22:37,C33333,Gold,7.0,25.3,Payment,My payment was declined but I know I have sufficient funds. This is urgent.,High,0.9979356527328491,1,Medium
T000425,23/12/2025 7:40,C44444,Platinum,10.0,38.2,Delivery,My package is marked as delivered but I never received it. I need this investigated ASAP.,High,-0.9975357055664062,1,High
T000426,23/12/2025 16:48,C55555,Classic,0.0,1.5,Order,Can you tell me when my order will ship?,Low,-0.9974679946899414,0,Low
T000427,24/12/2025 0:37,C66666,Silver,4.0,23.0,Refund,I received a damaged product and would like a refund.,Medium,-0.9991849064826965,0,Medium
T000428,24/12/2025 10:33,C77777,Gold,9.0,31.1,Product,I have a question about how to assemble this furniture.,Medium,-0.9885286688804626,0,Medium
T000429,24/12/2025 17:42,C88888,Platinum,11.0,42.0,Login,I am completely locked out and cannot access any services. This is a major inconvenience.,High,-0.9997108578681946,0,High
T000430,25/12/2025 2:19,C99999,Classic,2.0,7.1,Login,When can you assist with changing my phone number?,Low,-0.9982143640518188,0,Low
T000431,25/12/2025 12:17,C10001,Silver,5.0,15.9,Delivery,My delivery is late and I have a special event soon.,Medium,0.9521854519844055,0,Medium
T000432,25/12/2025 20:17,C20002,Gold,6.0,21.4,Payment,I have a query about a charge on my statement.,Medium,-0.9818281531333923,0,Medium
T000433,26/12/2025 5:25,C30003,Platinum,5.0,46.5,Refund,This is the third time I am requesting a refund for this same issue. I am beyond frustrated.,High,-0.9972792267799377,0,High
T000434,26/12/2025 12:30,C40004,Classic,1.0,3.2,Login,I forgot my password and cannot get into my account. Please help.,High,-0.9984910488128662,0,Low
T000435,26/12/2025 22:01,C50005,Silver,3.0,10.1,Order,I want to cancel an item from my recent order.,Medium,-0.9997674822807312,0,Low
T000436,27/12/2025 7:35,C60006,Gold,5.0,27.8,Delivery,My delivery is taking much longer than expected. I need to know where it is.,High,-0.9984617233276367,0,Medium
T000437,27/12/2025 15:50,C70007,Platinum,9.0,33.0,Product,Could you explain the specifications of this product in more detail?,Medium,-0.9948123693466187,0,High
T000438,27/12/2025 23:16,C80008,Classic,0.0,2.0,Account,Just checking the process for updating my address.,Low,-0.9930353164672852,0,Low
T000439,28/12/2025 8:42,C90009,Silver,4.0,12.5,Payment,"My card expired, I need to update my payment details.",Medium,-0.9987120628356934,0,Low
T000440,28/12/2025 16:39,C11011,Gold,7.0,23.7,Login,I'm trying to log in but it keeps saying my credentials are incorrect.,High,-0.9997348189353943,0,Medium
T000441,29/12/2025 1:33,C22022,Platinum,10.0,39.0,Order,"I received the wrong item entirely, and need the correct one shipped immediately.",High,-0.9986535310745239,0,High
T000442,29/12/2025 9:33,C33033,Classic,2.0,5.5,Refund,I'd like to initiate a return for a purchased item.,Medium,-0.9622149467468262,0,Low
T000443,29/12/2025 18:59,C44044,Silver,5.0,14.8,Product,Wondering about the availability of this product in other colors.,Low,-0.9915209412574768,0,Medium
T000444,30/12/2025 2:55,C55055,Gold,8.0,29.5,Delivery,My delivery was scheduled for today but hasn't arrived.,Medium,-0.9985424280166626,0,Medium
T000445,30/12/2025 11:40,C66066,Platinum,11.0,41.5,Account,"My account has been unexpectedly locked, and I need access urgently. This is impacting my work.",High,0.9987872242927551,1,High
T000446,30/12/2025 20:52,C77077,Classic,1.0,4.2,Payment,There's an unauthorized charge on my account.,High,-0.9986340403556824,0,Low
T000447,31/12/2025 5:17,C88088,Silver,3.0,8.9,Login,Can you help me with a password reset?,Medium,-0.9964718818664551,0,Low
T000448,31/12/2025 14:22,C99099,Gold,7.0,26.1,Refund,The product I received is not what was described on the website.,Medium,-0.999576985836029,0,Medium
T000449,31/12/2025 22:21,C10101,Platinum,12.0,44.0,Delivery,This is the second time my delivery has been significantly delayed. I am losing patience.,High,-0.9997178912162781,0,High
T000450,1/1/2026 7:33,C20202,Classic,0.0,1.8,Order,When will my order be processed?,Low,-0.9987356066703796,0,Low
T000451,1/1/2026 15:30,C30303,Silver,4.0,11.5,Account,I need to update my contact information.,Medium,-0.999453604221344,0,Low
T000452,2/1/2026 0:27,C40404,Gold,9.0,30.0,Payment,I was charged the wrong amount for my last order. This needs to be fixed now.,High,-0.9996925592422485,0,Medium
T000453,2/1/2026 9:37,C12345,Classic,2.0,12.5,Login,"I cannot login to my account, I need a password reset asap.",High,-0.996807336807251,1,Low
T000454,2/1/2026 18:41,C67890,Silver,4.0,20.1,Payment,"My recent payment failed, can you check what's wrong?",Medium,-0.9997310042381287,0,Medium
T000455,3/1/2026 3:21,C11223,Gold,6.0,30.5,Delivery,"My order is late and I haven't received any tracking updates, this is urgent.",High,-0.9193928837776184,1,Medium
T000456,3/1/2026 11:13,C44556,Platinum,8.0,38.0,Refund,"I need a refund for the item I received, it's not what I ordered.",High,-0.99977046251297,0,High
T000457,3/1/2026 19:36,C77889,Classic,1.0,5.2,Product,Just wondering about the specs of the new gadget.,Low,-0.9830976128578186,0,Low
T000458,4/1/2026 4:44,C99001,Silver,3.0,18.0,Order,"I have an issue with my recent order, can you assist?",Medium,-0.9956871867179871,0,Medium
T000459,4/1/2026 13:09,C22334,Gold,7.0,28.9,Account,I need to change my registered email address immediately.,High,-0.9993994235992432,0,Medium
T000460,4/1/2026 22:30,C55667,Platinum,9.0,42.0,Other,I have a general inquiry about your services.,Medium,0.922371506690979,0,High
T000461,5/1/2026 7:32,C88990,Classic,0.0,0.0,Login,My account is locked and I can't get in. This is frustrating.,High,-0.9985373020172119,0,Low
T000462,5/1/2026 15:45,C33445,Silver,5.0,25.5,Payment,"This is the second time my payment has been declined, I need this fixed today.",High,-0.9954665899276733,0,Medium
T000463,6/1/2026 0:26,C66778,Gold,9.0,35.0,Delivery,"My package hasn't moved in a week, I need this resolved quickly.",High,-0.9967350363731384,0,High
T000464,6/1/2026 8:58,C99000,Platinum,10.0,45.0,Refund,I am requesting an immediate refund for a faulty product.,High,-0.9997164607048035,0,High
T000465,6/1/2026 17:10,C12121,Classic,3.0,15.0,Product,"The item I received is damaged, could you please help?",Medium,-0.999637246131897,0,Low
T000466,7/1/2026 2:37,C34343,Silver,6.0,22.0,Order,"I made a mistake on my order, can this be corrected?",Medium,-0.9997510313987732,0,Medium
T000467,7/1/2026 11:04,C56565,Gold,8.0,32.0,Account,I need to update my shipping address urgently for an upcoming order.,High,-0.9995061159133911,1,High
T000468,7/1/2026 18:47,C78787,Classic,7.0,37.5,Login,"I'm locked out of my account again, this is unacceptable.",High,-0.9997193217277527,0,High
T000469,8/1/2026 3:24,C90909,Classic,1.0,7.0,Payment,Just a quick question about a past transaction.,Low,-0.9958981871604919,0,Low
T000470,8/1/2026 13:19,C10101,Silver,4.0,19.0,Delivery,"My delivery is taking longer than expected, any updates?",Medium,-0.9987745881080627,0,Medium
T000471,8/1/2026 21:16,C21212,Gold,10.0,40.0,Refund,"I want a full refund for my order, it arrived broken.",High,-0.9988808035850525,0,High
T000472,9/1/2026 5:39,C32323,Platinum,6.0,31.0,Product,"I have an issue with the product I purchased, can you assist?",Medium,-0.9993796348571777,0,Medium
T000473,9/1/2026 14:32,C43434,Classic,2.0,10.0,Order,"My order seems to be incorrect, please review.",Medium,-0.9991233944892883,0,Low
T000474,9/1/2026 23:36,C54545,Silver,7.0,26.0,Account,I need to change my phone number urgently.,High,-0.9991674423217773,1,Medium
T000475,10/1/2026 7:49,C65656,Gold,5.0,29.0,Login,"I cannot access my account, this needs immediate attention.",High,-0.9996770620346069,1,Medium
T000476,10/1/2026 15:29,C76767,Platinum,8.0,39.0,Payment,"My payment method is not being accepted, this is urgent.",High,-0.9208437204360962,1,High
T000477,11/1/2026 0:46,C87878,Classic,0.0,0.0,Delivery,When can I expect my order to arrive?,Medium,-0.9959237575531006,0,Low
T000478,11/1/2026 9:11,C98989,Silver,3.0,17.5,Refund,I would like to request a refund for an item.,Medium,-0.9953364729881287,0,Medium
T000479,11/1/2026 17:30,C10000,Gold,9.0,36.0,Order,"This is the third time there's been an issue with my order, I'm frustrated.",High,-0.9997045397758484,0,High
T000480,12/1/2026 2:19,C20000,Platinum,7.0,33.0,Product,"The product is not working as advertised, I need this fixed asap.",High,-0.999284565448761,1,High
T000481,12/1/2026 11:44,C30000,Classic,4.0,14.0,Account,Can you help me update my billing information?,Medium,-0.998100221157074,0,Low
T000482,12/1/2026 21:07,C40000,Silver,5.0,21.0,Login,"I am locked out of my account, please help me regain access.",High,-0.9993460774421692,0,Medium
T000483,13/1/2026 5:04,C50000,Gold,10.0,41.0,Delivery,"My delivery is extremely late, I need this information immediately.",High,-0.9980870485305786,0,High
T000484,13/1/2026 12:54,C60000,Platinum,8.0,37.0,Refund,"I demand a refund for this faulty product, it's not acceptable.",High,-0.9998065829277039,0,High
T000485,13/1/2026 21:21,C70000,Classic,1.0,6.5,Order,Just checking on the status of my order.,Low,-0.9403142929077148,0,Low
T000486,14/1/2026 5:47,C80000,Silver,6.0,24.0,Payment,"My payment keeps failing, I need to complete my purchase now.",High,-0.9994922876358032,0,Medium
T000487,14/1/2026 15:29,C90000,Gold,7.0,30.0,Account,"I need to change my password, can you guide me?",Medium,-0.9993342757225037,0,Medium
T000488,14/1/2026 23:28,C11111,Platinum,9.0,43.0,Login,"This is unacceptable, I can't login to my account for the fourth time.",High,-0.9980900883674622,0,High
T000489,15/1/2026 8:31,C22222,Classic,3.0,13.0,Product,There's a slight defect on the product I received.,Medium,-0.9992021918296814,0,Low
T000490,15/1/2026 17:03,C33333,Silver,4.0,18.5,Delivery,"My package is supposed to be here today, and it's not. I need this resolved.",High,-0.9986990690231323,0,Medium
T000491,16/1/2026 2:27,C44444,Gold,8.0,34.0,Refund,I am very unhappy with my purchase and require an immediate refund.,High,-0.9996445178985596,0,High
T000492,16/1/2026 11:05,C55555,Classic,10.0,46.0,Order,This recurring order issue needs to be fixed now. Last time took days to resolve.,High,-0.9988565444946289,0,High
T000493,16/1/2026 19:18,C66666,Classic,0.0,0.0,Account,Could you assist with changing my registered address?,Low,-0.9979713559150696,0,Low
T000494,17/1/2026 4:45,C77777,Silver,5.0,23.0,Login,I forgot my password and cannot get into my account. Urgent help needed.,High,-0.9990384578704834,0,Medium
T000495,17/1/2026 12:47,C88888,Gold,9.0,38.5,Payment,"My payment is not processing, I need to pay immediately.",High,-0.9986400008201599,0,High
T000496,17/1/2026 20:44,C99999,Platinum,7.0,39.5,Delivery,"My delivery has been delayed significantly, I need an update ASAP.",High,-0.999165415763855,1,High
T000497,18/1/2026 5:55,C10001,Classic,2.0,11.0,Refund,I wish to initiate a refund for an item.,Medium,-0.9974990487098694,0,Low
T000498,18/1/2026 15:02,C20002,Silver,6.0,25.0,Product,The product I received is not working correctly. Please fix this.,High,-0.9998072981834412,0,Medium
T000499,18/1/2026 23:04,C30003,Gold,10.0,42.5,Account,I need to change my primary contact email urgently.,High,-0.9992177486419678,1,High
T000500,19/1/2026 8:24,C40004,Platinum,8.0,40.0,Order,Can you please check the status of my recent order?,Medium,-0.9903719425201416,0,High
T000501,21/10/2025 16:21,C12345,Classic,1.0,5.5,Login,I cannot login to my account and need a password reset immediately.,High,-0.9957306981086731,0,Low
T000502,22/10/2025 1:56,C67890,Silver,3.0,12.0,Payment,"My recent payment did not go through, can you assist?",Medium,-0.9983021020889282,0,Low
T000503,22/10/2025 9:50,C11223,Gold,7.0,28.0,Delivery,"My order has been delayed for over a week, I need it urgently.",High,-0.9921526312828064,1,Medium
T000504,22/10/2025 18:08,C44556,Platinum,10.0,40.5,Refund,I want a refund for a product that arrived damaged. This is unacceptable!,High,-0.9997898936271667,1,High
T000505,23/10/2025 3:51,C77889,Classic,0.0,2.1,Product,Just wondering about the warranty for product XYZ.,Low,-0.9831671118736267,0,Low
T000506,23/10/2025 11:15,C99001,Silver,4.0,23.0,Order,"I received the wrong item in my order, please help.",Medium,-0.9993671774864197,0,Medium
T000507,23/10/2025 20:55,C13579,Gold,6.0,22.5,Account,I need to update my shipping address for upcoming orders.,Medium,-0.9995322227478027,0,Medium
T000508,24/10/2025 4:54,C24680,Platinum,9.0,35.0,Login,"My account is locked again, and I need access ASAP.",High,-0.9986979961395264,1,High
T000509,24/10/2025 14:22,C10112,Classic,2.0,8.0,Payment,"Having trouble processing a payment, please advise.",Medium,-0.9950562715530396,0,Low
T000510,24/10/2025 22:21,C13141,Silver,5.0,20.0,Delivery,My package is marked as delivered but I haven't received it.,Medium,-0.998421311378479,0,Medium
T000511,25/10/2025 7:19,C15161,Gold,8.0,30.0,Refund,I need to return an item that doesn't fit. This is the third time.,High,-0.9996274709701538,0,Medium
T000512,25/10/2025 15:44,C17181,Platinum,12.0,45.0,Product,"The item I received is not as described, this is frustrating!",High,-0.9885135293006897,1,High
T000513,25/10/2025 23:30,C19202,Classic,3.0,10.0,Order,Could you please provide an update on my order status?,Medium,-0.9966806769371033,0,Low
T000514,26/10/2025 8:54,C21222,Silver,6.0,25.0,Account,I would like to change the email associated with my account.,Low,-0.9981034994125366,0,Medium
T000515,26/10/2025 16:48,C23242,Gold,9.0,32.0,Login,I am still unable to login after multiple attempts. Need immediate assistance.,High,-0.9989445805549622,0,High
T000516,27/10/2025 1:17,C25262,Platinum,11.0,42.0,Payment,"My card was charged twice for the same order, please fix this urgently.",High,-0.9964399933815002,1,High
T000517,27/10/2025 11:05,C27282,Classic,1.0,6.0,Delivery,Just checking on the estimated delivery date for my purchase.,Low,-0.9816644191741943,0,Low
T000518,27/10/2025 20:04,C29303,Silver,7.0,23.0,Refund,I requested a refund last week and haven't heard back.,Medium,-0.9786673188209534,0,Medium
T000519,28/10/2025 4:49,C31323,Gold,5.0,21.0,Product,The color of the product is different from what was advertised online.,Medium,0.8776302933692932,0,Medium
T000520,28/10/2025 12:25,C33343,Platinum,8.0,38.0,Order,"My order was cancelled without my consent, I need this resolved now.",High,-0.9993675351142883,0,High
T000521,28/10/2025 20:09,C35363,Classic,4.0,15.0,Login,I'm locked out of my account and it's been days. Help!,High,-0.9985069632530212,1,Low
T000522,29/10/2025 6:05,C37383,Silver,2.0,9.0,Payment,Just wanted to confirm my payment was successful.,Low,0.9652628302574158,0,Low
T000523,29/10/2025 14:07,C39404,Gold,10.0,36.0,Delivery,The delivery driver left my package in an unsafe location. Very concerned.,High,-0.9980412721633911,0,High
T000524,29/10/2025 22:30,C41424,Platinum,7.0,31.0,Refund,"I want to return this item, can you provide instructions?",Medium,-0.9964932799339294,0,Medium
T000525,30/10/2025 7:24,C43444,Classic,0.0,3.0,Account,Could you help me update my phone number on file?,Low,-0.9989767074584961,0,Low
T000526,30/10/2025 15:50,C45464,Silver,8.0,33.0,Product,"The product is not working as expected, can you troubleshoot?",Medium,-0.9997437596321106,0,High
T000527,31/10/2025 0:05,C47484,Gold,6.0,26.0,Order,This is the second time my order has been incorrect. I need this fixed!,High,-0.9985325336456299,1,Medium
T000528,31/10/2025 10:13,C49505,Platinum,9.0,39.0,Login,I have forgotten my password and cannot access my account. Need access ASAP.,High,-0.9995918869972229,1,High
T000529,31/10/2025 19:13,C51525,Classic,2.0,7.5,Refund,I am requesting a refund for an item I no longer need.,Medium,-0.5329365730285645,0,Low
T000530,1/11/2025 3:36,C53545,Silver,5.0,23.0,Delivery,Just checking the tracking information for my recent delivery.,Low,-0.9927964806556702,0,Medium
T000531,1/11/2025 12:17,C55565,Gold,7.0,30.5,Payment,"My payment failed multiple times, I need this resolved today.",High,-0.999302864074707,0,Medium
T000532,1/11/2025 19:51,C57585,Platinum,10.0,41.0,Account,I need to change my billing address on file.,Medium,-0.9996280670166016,0,High
T000533,2/11/2025 4:42,C59606,Classic,3.0,11.0,Product,"The product arrived with a small scratch, is this covered by warranty?",Medium,-0.9989150762557983,0,Low
T000534,2/11/2025 14:02,C61626,Silver,4.0,17.0,Order,When can I expect my order to be shipped?,Low,-0.9980977177619934,0,Medium
T000535,2/11/2025 21:42,C63646,Gold,8.0,34.0,Login,"My account is disabled for suspicious activity, I need access immediately.",High,-0.9990643858909607,0,High
T000536,3/11/2025 6:13,C65666,Platinum,11.0,44.0,Delivery,My delivery is late and I have a deadline. This is not acceptable.,High,-0.999777615070343,0,High
T000537,3/11/2025 16:03,C67686,Classic,1.0,4.0,Payment,Just wanted to verify that my payment was received.,Low,-0.9785675406455994,0,Low
T000538,3/11/2025 23:48,C69707,Silver,6.0,27.0,Refund,I am extremely dissatisfied with this product and want a full refund now.,High,-0.9995896220207214,0,Medium
T000539,4/11/2025 8:10,C71727,Gold,9.0,37.0,Login,I need to update my email address for notifications.,Medium,-0.999390721321106,0,High
T000540,4/11/2025 18:04,C73747,Platinum,12.0,46.0,Product,This product is defective and I need a replacement urgently.,High,-0.9997469782829285,0,High
T000541,5/11/2025 1:18,C75767,Classic,0.0,2.5,Order,Could you please send me the order confirmation again?,Low,-0.9986336827278137,0,Low
T000542,5/11/2025 9:39,C77787,Silver,5.0,20.5,Login,"I am having trouble logging in, could you help me?",Medium,-0.9992701411247253,0,Medium
T000543,5/11/2025 20:00,C79808,Gold,7.0,31.5,Delivery,My package appears to be lost in transit. What are the next steps?,Medium,-0.9996973276138306,0,Medium
T000544,6/11/2025 4:49,C81828,Platinum,8.0,38.5,Payment,"My card was declined unexpectedly, please investigate this urgently.",High,-0.7241882085800171,1,High
T000545,6/11/2025 12:53,C83848,Classic,3.0,9.5,Refund,I would like to inquire about the refund policy.,Low,0.7129647135734558,0,Low
T000546,6/11/2025 20:47,C85868,Silver,7.0,28.5,Account,I need to change my primary contact number.,Medium,-0.99950110912323,0,Medium
T000547,7/11/2025 4:52,C87888,Gold,10.0,39.5,Order,This is the third time I've received the wrong size. I am very frustrated.,High,-0.9997287392616272,0,High
T000548,7/11/2025 14:38,C89909,Platinum,11.0,43.0,Login,I'm locked out of my account and this is a critical issue. Need immediate access.,High,-0.9991621971130371,1,High
T000549,7/11/2025 22:38,C91929,Classic,2.0,6.5,Product,"The item I received is slightly damaged, can this be resolved?",Medium,-0.9996742010116577,0,Low
T000550,8/11/2025 8:33,C93949,Silver,4.0,16.0,Delivery,When can I expect my order to arrive?,Low,-0.9959237575531006,0,Medium
T000551,8/11/2025 15:58,C95969,Gold,6.0,27.5,Payment,"My payment was not processed correctly, this needs to be fixed today.",High,-0.9996938705444336,0,Medium
T000552,9/11/2025 0:44,C12345,Classic,2.0,23.0,Login,"I cannot login to my account, my password reset link is not working. Need help asap.",High,-0.9995827078819275,1,Medium
T000553,9/11/2025 10:25,C67890,Silver,4.0,18.0,Payment,"My recent order payment failed, but the money was deducted from my account.",Medium,-0.9988399147987366,0,Medium
T000554,9/11/2025 17:43,C11223,Gold,7.0,30.0,Delivery,"My package has not arrived, it was supposed to be delivered three days ago. This is very frustrating.",High,-0.9995293617248535,0,Medium
T000555,10/11/2025 2:12,C33445,Platinum,6.0,40.0,Refund,I need an immediate refund for order #XYZ789. The product arrived damaged and is unusable.,High,-0.9996963739395142,0,High
T000556,10/11/2025 11:21,C55667,Classic,1.0,5.0,Product,Just wondering about the estimated shipping time for my recent product purchase.,Low,-0.9956653714179993,0,Low
T000557,10/11/2025 20:56,C77889,Silver,3.0,15.0,Order,I received the wrong item in my order. Can you help me with an exchange?,Medium,-0.9994118213653564,0,Low
T000558,11/11/2025 3:51,C99001,Gold,9.0,35.0,Account,I need to update my shipping address urgently. My current address is incorrect for my next delivery.,High,-0.9997580647468567,0,High
T000559,11/11/2025 12:54,C22334,Platinum,5.0,25.0,Login,I'm locked out of my account after too many failed login attempts. Can you unlock it for me?,Medium,-0.9997072815895081,0,Medium
T000560,11/11/2025 22:24,C44556,Classic,0.0,0.0,Delivery,"My order is showing as delivered, but I have not received it. Could you please check the status?",Low,-0.9967074394226074,0,Low
T000561,12/11/2025 6:53,C66778,Silver,5.0,22.0,Refund,I would like to request a refund for an item I no longer need. What is the process?,Medium,-0.9917534589767456,0,Medium
T000562,12/11/2025 15:38,C88990,Gold,8.0,38.0,Payment,My credit card was charged twice for the same order. I need this resolved immediately.,High,-0.9950844645500183,0,High
T000563,13/11/2025 0:01,C10112,Platinum,7.0,45.0,Product,The product I received is not as described on your website. It's missing a key feature.,Medium,-0.9997888207435608,0,High
T000564,13/11/2025 8:59,C13145,Classic,3.0,10.0,Order,I want to cancel an order I just placed. Is it too late to do so?,Medium,-0.9997655749320984,0,Low
T000565,13/11/2025 16:36,C15167,Silver,4.0,20.0,Login,I forgot my password and the reset link isn't arriving. Can you assist?,Low,-0.9994543194770813,0,Medium
T000566,14/11/2025 1:18,C17189,Gold,10.0,42.0,Delivery,This is the third time my delivery has been delayed. I need this package urgently. I am very unhappy with the service.,High,-0.9994204044342041,0,High
T000567,14/11/2025 11:22,C19201,Platinum,6.0,30.0,Account,I need to change the email address associated with my account. Please guide me through the steps.,Medium,0.945755660533905,0,Medium
T000568,14/11/2025 18:18,C21223,Classic,1.0,8.0,Refund,I have a question about your return policy for damaged goods.,Low,-0.998053789138794,0,Low
T000569,15/11/2025 3:35,C23245,Silver,5.0,25.0,Product,The item I ordered arrived with a small defect. Is it possible to get a partial refund?,Medium,-0.9991293549537659,0,Medium
T000570,15/11/2025 11:51,C25267,Gold,7.0,33.0,Payment,My payment is pending for over 24 hours. What is the reason for the delay?,Medium,-0.9957928657531738,0,High
T000571,15/11/2025 20:44,C27289,Platinum,8.0,48.0,Order,"I received a notification that my order has shipped, but the tracking information is not updating. This is unacceptable.",High,-0.9996510744094849,0,High
T000572,16/11/2025 5:55,C29301,Classic,2.0,23.0,Login,I'm having trouble logging in with my current credentials. Can you help?,Medium,-0.9991416931152344,0,Medium
T000573,16/11/2025 13:57,C31323,Silver,4.0,18.0,Login,"My delivery is marked as completed, but it's not on my doorstep. Could you investigate?",Medium,-0.9869948029518127,0,Medium
T000574,16/11/2025 22:08,C33345,Gold,9.0,39.0,Refund,I need an urgent refund. The item I received is completely wrong and not what I ordered. This is frustrating.,High,-0.9997751116752625,1,High
T000575,17/11/2025 8:10,C35367,Platinum,5.0,28.0,Product,I have a question about the warranty on the product I purchased.,Low,-0.9954822063446045,0,Medium
T000576,17/11/2025 15:44,C37389,Classic,0.0,0.0,Account,Could you please confirm my account details?,Low,-0.9835860729217529,0,Low
T000577,18/11/2025 0:54,C39401,Silver,3.0,16.0,Payment,"My payment was declined, but I believe my card details are correct. Can you check why?",Medium,0.9917259216308594,0,Medium
T000578,18/11/2025 9:39,C41423,Gold,6.0,31.0,Login,I am locked out of my account and need immediate access. I have important orders to place.,High,-0.998945415019989,0,Medium
T000579,18/11/2025 18:23,C43445,Platinum,7.0,40.0,Delivery,My package is severely delayed and I need it for an event this weekend. Please expedite the delivery.,High,-0.9875596165657043,0,High
T000580,19/11/2025 2:26,C45467,Classic,2.0,9.0,Order,I want to know the estimated delivery date for my order.,Low,-0.9895405173301697,0,Low
T000581,19/11/2025 12:00,C47489,Silver,5.0,22.0,Refund,I returned an item last week. When can I expect my refund to be processed?,Medium,-0.9973681569099426,0,Medium
T000582,19/11/2025 19:29,C49501,Gold,10.0,41.0,Product,The product is not working as expected. I have tried all troubleshooting steps and need this fixed today.,High,-0.9996747970581055,0,High
T000583,20/11/2025 4:10,C51523,Platinum,8.0,46.0,Account,I need to update my billing address for future purchases.,Medium,-0.9994333386421204,0,High
T000584,20/11/2025 14:17,C53545,Classic,1.0,7.0,Login,I'm having a minor issue logging into my account. Can you help when you have a moment?,Low,-0.9964522123336792,0,Low
T000585,20/11/2025 21:20,C55567,Silver,4.0,20.0,Delivery,My delivery is late. Can you provide an updated estimated arrival time?,Medium,-0.9995676875114441,0,Medium
